53665 111.65  38.28 1185 岚县           山西   一般站 
53666 111.93  38.35 1212 静乐           山西   一般站 
53669 111.80  38.08 1150 娄烦           山西   一般站 
53673 112.72  38.73  828 原平           山西   基本站 
53674 112.70  38.40  870 忻府区         山西   一般站 
53676 112.98  38.50  759 定襄           山西   一般站 
53677 112.48  37.93  807 太原北郊       山西   一般站 
53678 112.65  38.07  897 阳曲           山西   一般站 
53679 112.55  37.73  775 太原南郊       山西   一般站 
53680 114.38  38.30  109 灵寿           河北   一般站 
53681 113.37  38.83 1096 五台县豆村     山西   一般站 
53682 114.68  38.63  104 曲阳           河北   一般站 
53685 113.42  38.07  953 盂县           山西   一般站 
53687 113.63  37.78  753 平定           山西   基本站 
53688 114.55  38.42  100 行唐           河北   一般站 
53689 115.07  38.02   42 晋州           河北   一般站 
53690 114.18  38.85  282 阜平           河北   一般站 
53691 114.57  38.15   71 正定           河北   一般站 
53692 114.98  38.73   67 唐县           河北   一般站 
53693 114.13  38.03  256 井陉           河北   一般站 
53694 114.22  38.27  131 平山           河北   一般站 
53695 114.68  38.35   71 新乐           河北   一般站 
53696 115.00  38.52   55 定州           河北   一般站 
53697 114.83  38.03   54 藁城           河北   一般站 
53698 114.35  38.07  104 石家庄         河北   基本站 
53699 114.95  38.18   45 无极           河北   一般站 
53704 105.18  37.53 1226 中卫           宁夏   基本站 
53705 105.68  37.48 1183 中宁           宁夏   基本站 
53707 105.25  36.93 1698 兴仁           宁夏   一般站 
53723 107.38  37.80 1349 盐池           宁夏   基本站 
53725 107.58  37.58 1360 定边           陕西   基准站 
53727 107.12  37.17 1713 麻黄山         宁夏   一般站 
53730 107.48  38.18 1333 鄂托克前旗     内蒙古 一般站 
53732 108.72  37.85 1210 河南           内蒙古 一般站 
53735 108.80  37.62 1337 靖边           陕西   基本站 
53738 108.17  36.92 1331 吴旗           陕西   基本站 
53740 109.23  37.93 1111 横山           陕西   基本站 
53748 109.70  37.18 1063 子长           陕西   一般站 
53750 110.18  37.77  931 米脂           陕西   一般站 
53751 110.05  37.60  895 子洲           陕西   一般站 
53753 110.88  37.43  860 柳林           山西   一般站 
53754 110.22  37.50  930 绥德           陕西   基准站 
53756 110.72  37.52  744 吴堡           陕西   一般站 
53757 110.12  37.12  938 清涧           陕西   一般站 
53759 110.83  36.98 1109 石楼           山西   一般站 
53760 111.23  37.88 1212 方山           山西   一般站 
53763 112.17  37.92 1007 太原古交区     山西   一般站 
53764 111.10  37.50  951 离石           山西   基本站 
53767 111.17  37.33 1213 中阳           山西   一般站 
53768 111.75  37.15  773 孝义           山西   一般站 
53769 111.78  37.25  748 汾阳           山西   一般站 
53770 112.35  37.35  769 祁县           山西   一般站 
53771 112.05  37.42  750 文水           山西   一般站 
53772 112.58  37.62  776 太原           山西   基本站 
53773 114.62  36.33   65 临漳           河北   一般站 
53774 112.33  37.62  774 清徐           山西   一般站 
53775 112.53  37.43  782 太谷           山西   基本站 
53776 112.77  37.68  831 榆次           山西   一般站 
53777 112.15  37.53  759 交城           山西   一般站 
53778 112.22  37.17  780 平遥           山西   一般站 
53780 113.15  37.90 1066 寿阳           山西   一般站 
53781 114.47  36.87   68 沙河           河北   一般站 
53782 113.62  37.93  767 阳泉           山西   一般站 
53783 113.70  37.60  876 昔阳           山西   一般站 
53784 114.78  37.75   39 赵县           河北   一般站 
53785 114.67  37.52   35 柏乡           河北   一般站 
53786 113.37  37.08 1135 左权           山西   一般站 
53787 112.98  37.07 1041 榆社           山西   基准站 
53788 113.57  37.33 1266 和顺           山西   一般站 
53789 114.63  37.88   53 栾城           河北   一般站 
53790 114.62  37.60   49 高邑           河北   一般站 
53791 114.52  37.77   66 元氏           河北   一般站 
53792 114.48  37.45  113 临城           河北   一般站 
53794 114.75  37.35   33 隆尧           河北   一般站 
53795 114.37  37.65  137 赞皇           河北   一般站 
53796 114.88  37.62   31 宁晋           河北   一般站 
53797 114.52  37.28   74 内邱           河北   一般站 
53798 114.50  37.07   77 邢台           河北   基本站 
53799 114.98  37.23   26 巨鹿           河北   一般站 
53806 105.65  36.57 1854 海原           宁夏   基本站 
53810 105.90  36.97 1339 同心           宁夏   基本站 
53817 106.27  36.00 1753 固原           宁夏   基准站 
53821 107.30  36.57 1256 环县           甘肃   基本站 
53829 107.90  35.98 1094 庆城           甘肃   一般站 
53832 108.77  36.77 1219 志丹           陕西   一般站 
53841 109.32  36.88 1068 安塞           陕西   一般站 
53845 109.45  36.58 1181 延安           陕西   基本站 
53848 109.35  36.27 1006 甘泉           陕西   一般站 
53850 110.18  36.88  805 延川           陕西   一般站 
53852 110.63  36.77  917 永和           山西   一般站 
53853 110.95  36.70 1053 隰县           山西   基本站 
53854 110.07  36.58  805 延长           陕西   基本站 
53856 110.75  36.47  766 大宁           山西   一般站 
53857 110.18  36.07  840 宜川           陕西   一般站 
53859 110.67  36.10  851 吉县           山西   基本站 
53860 111.17  36.98 1407 交口           山西   一般站 
53861 111.38  35.88  464 襄汾           山西   一般站 
53862 111.80  36.85  812 灵石           山西   一般站 
53863 111.92  37.03  744 介休           山西   基本站 
53864 111.10  36.40 1031 蒲县           山西   一般站 
53865 111.55  36.65 1012 汾西           山西   一般站 
53866 111.67  36.23  463 洪洞           山西   一般站 
53868 111.50  36.07  450 临汾           山西   基本站 
