diamond 3 \sta2411_alt.txt
2099 01 01 08 -1 0 0 0 0
1 2411
50136	122.520	52.970	433.000	0
50137	122.370	53.470	296.000	0
50246	124.720	52.350	362.000	0
50247	123.570	52.030	515.000	0
50349	124.400	51.670	502.000	0
50353	126.630	51.730	174.000	0
50425	120.180	50.250	581.000	0
50431	121.520	50.780	717.000	0
50434	121.680	50.480	733.000	0
50442	124.120	50.400	372.000	0
50445	123.730	50.580	424.000	0
50468	127.450	50.250	166.000	0
50514	117.320	49.580	662.000	0
50524	119.430	49.320	577.000	0
50525	119.750	49.150	621.000	0
50526	120.700	49.280	669.000	0
50527	119.700	49.250	650.000	0
50548	123.720	49.200	286.000	0
50557	125.230	49.170	242.000	0
50564	127.350	49.430	235.000	0
50566	128.470	49.550	116.000	0
50603	116.820	48.670	554.000	0
50618	118.270	48.220	642.000	0
50632	121.920	48.770	740.000	0
50639	122.730	48.000	307.000	0
50645	124.480	48.480	195.000	0
50646	124.850	48.480	203.000	0
50647	123.480	48.130	236.000	0
50655	126.180	48.500	267.000	0
50656	126.500	48.270	277.000	0
50658	125.880	48.050	236.000	0
50659	126.250	48.030	292.000	0
50673	130.400	48.880	90.000	0
50674	129.430	48.570	405.000	0
50727	119.930	47.170	997.000	0
50739	123.180	47.330	190.000	0
50741	123.500	47.930	185.000	0
50742	124.480	47.800	163.000	0
50745	123.920	47.380	147.000	0
50749	124.830	47.180	155.000	0
50750	125.300	47.900	226.000	0
50755	126.100	47.600	231.000	0
50756	126.970	47.450	239.000	0
50758	125.900	47.180	246.000	0
50767	127.100	47.230	203.000	0
50772	129.228	48.100	288.000	0
50774	128.830	47.700	265.000	0
50775	130.270	47.330	228.000	0
50776	130.830	47.570	83.000	0
50778	132.530	47.670	58.000	0
50779	134.280	48.370	40.000	0
50787	131.850	47.280	62.000	0
50788	131.980	47.230	66.000	0
50832	122.080	46.720	333.000	0
50833	122.900	46.720	188.000	0
50834	121.220	46.600	500.000	0
50838	122.050	46.080	275.000	0
50842	124.420	46.830	145.000	0
50844	123.450	46.400	139.000	0
50850	125.130	46.570	147.000	0
50851	126.080	46.680	207.000	0
50852	126.450	46.830	169.000	0
50853	126.970	46.620	180.000	0
50854	125.320	46.380	149.000	0
50858	125.930	46.070	135.000	0
50859	126.270	46.250	159.000	0
50861	127.480	46.880	185.000	0
50862	127.980	46.980	206.000	0
50867	127.350	46.080	134.000	0
50871	129.880	46.730	95.000	0
50873	130.300	46.780	82.000	0
50877	129.580	46.300	100.000	0
50878	130.720	47.000	78.000	0
50879	130.550	46.220	187.000	0
50880	131.120	46.730	102.000	0
50884	131.150	46.630	175.000	0
50888	132.180	46.320	83.000	0
50892	134.000	46.800	54.000	0
50913	118.830	45.720	865.000	0
50915	116.970	45.520	839.000	0
50924	119.670	45.530	824.000	0
50928	120.330	45.070	628.000	0
50934	121.580	45.380	312.000	0
50936	122.830	45.630	155.000	0
50937	121.470	45.050	250.000	0
50939	122.820	45.330	151.000	0
50940	123.170	45.850	141.000	0
50945	124.270	45.500	138.000	0
50946	124.830	45.180	140.000	0
50948	124.020	45.000	146.000	0
50949	124.870	45.080	136.000	0
50950	125.250	45.700	149.000	0
50953	126.570	45.930	118.000	0
50954	125.080	45.500	128.000	0
50955	126.300	45.380	166.000	0
50956	126.770	46.080	135.000	0
50958	126.950	45.520	174.000	0
50960	127.450	45.780	192.000	0
50962	128.030	45.950	112.000	0
50963	128.728	45.970	109.000	0
50964	128.800	45.830	119.000	0
50965	128.280	45.450	155.000	0
50968	127.970	45.220	190.000	0
50971	131.020	45.770	224.000	0
50973	130.600	45.750	234.000	0
50978	130.918	45.300	273.000	0
50979	130.228	45.270	275.000	0
50983	132.970	45.770	100.000	0
50985	131.870	45.550	152.000	0
50987	131.100	45.270	220.000	0
51053	86.400	48.050	533.000	0
51058	87.970	47.100	563.000	0
51059	85.870	47.430	984.000	0
51060	86.870	47.700	474.000	0
51068	87.470	47.120	501.000	0
51076	88.080	47.730	735.000	0
51087	89.520	46.980	808.000	0
51133	83.000	46.730	535.000	0
51137	82.930	46.200	715.000	0
51145	83.650	46.550	522.000	0
51156	85.720	46.780	1292.000	0
51186	90.380	46.670	1218.000	0
51232	82.570	45.180	336.000	0
51238	82.070	44.900	532.000	0
51241	83.600	45.930	1078.000	0
51243	84.850	45.620	450.000	0
51288	90.530	45.370	1654.000	0
51328	80.420	44.200	771.000	0
51329	80.850	44.050	640.000	0
51330	81.020	44.970	1358.000	0
51334	82.900	44.600	319.000	0
51346	84.670	44.430	479.000	0
51352	85.250	44.850	337.000	0
51353	86.100	45.020	346.000	0
51356	86.050	44.320	443.000	0
51357	85.620	44.330	522.000	0
51358	85.820	44.280	469.000	0
51359	86.200	44.320	471.000	0
51365	87.530	44.200	441.000	0
51367	86.820	44.130	522.000	0
51368	87.320	44.120	516.000	0
51369	87.650	43.970	600.000	0
51377	87.920	44.170	547.000	0
51378	89.170	44.020	735.000	0
51379	89.570	44.020	794.000	0
51430	81.150	43.830	603.000	0
51431	81.330	43.950	663.000	0
51433	82.520	43.800	1105.000	0
51434	81.530	43.970	770.000	0
51435	82.230	43.470	775.000	0
51436	83.300	43.450	928.000	0
51437	81.130	43.150	1851.000	0
51438	81.770	43.180	1210.000	0
51463	87.650	43.780	935.000	0
51465	87.100	43.480	1872.000	0
51467	86.330	42.770	1732.000	0
51468	86.830	43.100	3539.000	0
51469	87.180	43.450	1930.000	0
51470	88.120	43.880	1943.000	0
51477	88.320	43.350	1104.000	0
51482	90.280	43.830	1272.000	0
51495	91.730	43.220	721.000	0
51526	88.220	42.230	922.000	0
51542	84.150	43.030	2458.000	0
51559	86.400	42.320	1101.000	0
51567	86.570	42.080	1055.000	0
51568	86.800	42.250	1085.000	0
51571	88.630	42.800	1.000	0
51572	89.250	42.830	-49.000	0
51573	89.200	42.930	35.000	0
51581	90.230	42.850	399.000	0
51627	79.230	41.220	1396.000	0
51628	80.230	41.170	1104.000	0
51629	80.230	41.270	1133.000	0
51633	81.900	41.780	1229.000	0
51636	82.650	41.550	1010.000	0
51639	82.780	41.230	980.000	0
51642	84.270	41.820	982.000	0
51644	82.970	41.720	1082.000	0
51655	86.270	41.350	885.000	0
51656	86.130	41.750	932.000	0
51701	75.400	40.520	3504.000	0
51704	76.170	39.720	1299.000	0
51705	75.250	39.720	2176.000	0
51707	76.730	39.500	1209.000	0
51708	75.950	39.150	1325.000	0
51709	75.980	39.470	1289.000	0
51711	78.450	40.930	1985.000	0
51716	78.570	39.800	1117.000	0
51717	76.780	39.250	1206.000	0
