diamond 3 161009210000.000
2010 1 1 8 -1 0 0 0 0
1 58475
50136 122.5108 52.9744 1 0.0 
50137 122.3783 53.4692 1 0.0 
50246 124.7183 52.3481 1 0.0 
50247 123.5667 52.0333 1 0.0 
50349 124.3917 51.665 1 0.0 
50353 126.6389 51.7261 1 0.0 
50425 120.1833 50.25 1 0.0 
50429 120.7311 51.2869 1 0.0 
50431 121.5167 50.7833 1 0.0 
50434 121.6833 50.4833 1 0.0 
50442 124.1167 50.4 1 0.0 
50445 123.7333 50.5833 1 0.0 
50447 123.0833 50.15 1 0.0 
50468 127.4639 50.2486 1 0.0 
50514 117.3167 49.5833 1 0.0 
50516 118.5667 49.4833 1 0.0 
50524 119.4333 49.3167 1 0.0 
50525 119.75 49.15 1 0.0 
50526 120.7 49.2833 1 0.0 
50527 119.7 49.25 1 0.0 
50531 121.5667 50.0 1 0.0 
50543 124.6278 49.6994 1 0.0 
50548 123.7167 49.2 1 0.0 
50557 125.2333 49.1667 1 0.0 
50564 127.3556 49.4389 1 0.0 
50566 128.4667 39.55 1 0.0 
50603 116.8103 48.6783 1 0.0 
50618 118.2667 48.2167 1 0.0 
50628 119.9833 48.25 1 0.0 
50632 121.9167 48.7667 1 0.0 
50637 121.25 48.1667 1 0.0 
50639 122.7333 48.0 1 0.0 
50645 124.4833 48.4833 1 0.0 
50646 124.8653 48.4956 1 0.0 
50647 123.4833 48.1333 1 0.0 
50655 126.1917 48.5083 1 0.0 
50656 126.5 48.25 1 0.0 
50658 125.8833 48.05 1 0.0 
50659 126.2403 48.0539 1 0.0 
50673 130.4 48.8833 1 0.0 
50674 129.4333 48.5667 1 0.0 
50727 119.9333 47.1667 1 0.0 
50734 121.3103 47.5486 1 0.0 
50739 123.2442 47.3003 1 0.0 
50741 123.5 47.9333 1 0.0 
50742 124.4772 47.7928 1 0.0 
50745 123.9167 47.3833 1 0.0 
50749 124.8333 47.1833 1 0.0 
50750 125.2917 47.9006 1 0.0 
50755 126.0722 47.6203 1 0.0 
50756 126.8744 47.4453 1 0.0 
50758 125.9 47.1833 1 0.0 
50767 127.1 47.2333 1 0.0 
50772 129.2358 48.1067 1 0.0 
50774 128.8358 47.7081 1 0.0 
50775 130.1958 47.3383 1 0.0 
50776 130.8333 47.5667 1 0.0 
50778 132.5333 47.6667 1 0.0 
50779 134.2833 48.3667 1 0.0 
50787 131.8406 47.3083 1 0.0 
50788 131.9833 47.2333 1 0.0 
50819 118.6411 46.3258 1 0.0 
50822 120.2333 46.8667 1 0.0 
50832 122.0833 46.7167 1 0.0 
50833 122.9 46.7167 1 0.0 
50834 121.2167 46.6 1 0.0 
50838 122.05 46.0833 1 0.0 
50842 124.4183 46.8389 1 0.0 
50844 123.45 46.4 1 0.0 
50850 125.1333 46.5667 1 0.0 
50851 126.0833 46.6833 1 0.0 
50852 126.45 46.8167 1 0.0 
50853 126.9667 46.6167 1 0.0 
50854 125.3167 46.3833 1 0.0 
50858 125.8069 46.0197 1 0.0 
50859 126.2775 46.2875 1 0.0 
50861 127.4833 46.8906 1 0.0 
50862 127.9833 46.9833 1 0.0 
50867 127.35 46.0833 1 0.0 
50871 129.8769 46.7292 1 0.0 
50873 130.3 46.7833 1 0.0 
50877 129.5833 46.3 1 0.0 
50878 130.7167 47.0 1 0.0 
50879 130.55 46.2167 1 0.0 
50880 131.1167 46.7333 1 0.0 
50881 131.7833 46.7833 1 0.0 
50884 131.1583 46.6417 1 0.0 
50888 132.1653 46.3881 1 0.0 
50892 134.0 46.8 1 0.0 
50913 118.8333 45.7167 1 0.0 
50915 116.9667 45.5167 1 0.0 
50922 120.4653 45.9719 1 0.0 
50924 119.65 45.5497 1 0.0 
50928 120.3333 45.0667 1 0.0 
50930 121.1667 45.8167 1 0.0 
50934 121.5833 42.3833 1 0.0 
50936 122.8333 45.6333 1 0.0 
50937 121.4831 45.0611 1 0.0 
50938 122.3167 45.0333 1 0.0 
50939 122.8167 45.3333 1 0.0 
50940 123.1667 45.85 1 0.0 
50945 124.2389 45.5061 1 0.0 
50946 124.8333 45.1833 1 0.0 
50948 124.0167 45.0 1 0.0 
50949 124.8667 45.0833 1 0.0 
50950 125.25 45.7 1 0.0 
50953 126.5667 45.9333 1 0.0 
50954 125.0833 45.5 1 0.0 
50955 126.3186 45.3939 1 0.0 
50956 126.7747 46.0914 1 0.0 
50958 126.9333 45.5333 1 0.0 
50960 127.3833 45.7333 1 0.0 
50962 128.0467 45.9514 1 0.0 
50963 128.7333 45.9667 1 0.0 
50964 128.8 45.8333 1 0.0 
50965 128.28 45.4417 1 0.0 
50968 127.9667 45.2167 1 0.0 
50971 131.0183 45.7772 1 0.0 
50973 130.6061 45.7528 1 0.0 
50978 130.9167 45.3 1 0.0 
50979 130.2333 45.2667 1 0.0 
50983 132.9614 45.7725 1 0.0 
50985 131.8667 45.55 1 0.0 
50987 131.0945 45.2589 1 0.0 
51004 85.955 48.3539 1 0.0 
51005 87.1269 48.5019 1 0.0 
51008 87.1 48.1333 1 0.0 
51053 86.4 48.05 1 0.0 
51058 87.9667 47.1 1 0.0 
51059 85.8833 47.45 1 0.0 
51060 86.8667 47.7 1 0.0 
51067 86.61 47.2769 1 0.0 
51068 87.4833 47.1167 1 0.0 
51076 88.0833 47.7333 1 0.0 
51084 89.8647 47.2106 1 0.0 
51087 89.5167 46.9833 1 0.0 
51133 83.0 46.7333 1 0.0 
51137 82.9333 46.2 1 0.0 
51145 83.65 46.55 1 0.0 
51156 85.75 46.8167 1 0.0 
51158 86.225 46.3406 1 0.0 
51159 85.6844 46.0881 1 0.0 
51166 87.9333 46.4833 1 0.0 
51186 90.3833 46.6667 1 0.0 
51187 89.9233 46.1703 1 0.0 
51189 90.7617 46.4908 1 0.0 
51232 82.5667 45.1833 1 0.0 
51238 82.0667 44.9 1 0.0 
51241 83.6 45.9333 1 0.0 
51243 84.85 45.6167 1 0.0 
51245 83.8531 45.5156 1 0.0 
51246 84.96 45.4647 1 0.0 
51288 90.5333 45.3667 1 0.0 
51323 80.5811 44.9625 1 0.0 
51328 80.4167 44.1667 1 0.0 
51329 80.85 44.05 1 0.0 
51330 81.0167 44.9667 1 0.0 
51334 82.8167 44.5667 1 0.0 
